method,model,scenario,aggregation_weight,split,evaluation_period,eval_scope,mae_mean,mae_std,mae_count,rmse_mean,rmse_std,rmse_count,r2_mean,r2_std,r2_count,spearman_mean,spearman_std,spearman_count,mape_mean,mape_std,mape_count,persistence_rmse,skill_vs_persistence
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,test,2024,all_available,0.6484527441493252,0.05651857054029206,3,0.8751916578959079,0.07909924784183839,3,0.955447541487484,0.008215702939774347,3,0.9784075573549257,0.0003342871718244032,3,7.398811859711354,0.5842425297893196,3,0.5850528541125696,-0.49591896141320757
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,test,2024,nlp_regions,0.799992561340332,0.21202333825443664,3,0.8301327592150142,0.2211653399020753,3,0.9800807605425303,0.010886120304888166,3,1.0,0.0,3,9.197762342836576,2.5553704587028916,3,0.7601754183520192,-0.09202789142360746
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,test,2024,non_nlp_regions,0.6354636169615245,0.044381026567998395,3,0.8782258407248213,0.06707824423277232,3,0.9501379686903265,0.007752840065839533,3,0.9750700280112046,0.000741106809822022,3,7.244616104014907,0.44438113677222846,3,0.5675335106531473,-0.5474431451882251
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,test,2025,all_available,0.6083404578660664,0.04841761888399508,3,0.7552108846571414,0.06344724973314954,3,0.9667392471802643,0.005627034365937786,3,0.9792099792099792,0.0011371380725914643,3,7.563356029355478,0.5775349742747167,3,0.8968116037560954,0.1578934956973025
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,test,2025,nlp_regions,0.842866473727756,0.28644519425178083,3,0.9249559581925079,0.2191949895488924,3,0.9754601423055848,0.011973542007470327,3,1.0,0.0,3,11.850798839527926,3.6624365803917445,3,1.1538052984219946,0.19834311780546798
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,test,2025,non_nlp_regions,0.5882382279350644,0.028042466674229112,3,0.737924785705538,0.04795303594686767,3,0.9647496019535128,0.004570608708317994,3,0.9762838468720823,0.001166199439476901,3,7.195860931340697,0.3239310878617776,3,0.8712634503983285,0.15304058104564133
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,test,combined,all_available,0.6283966010076958,0.052291412149218564,3,0.8174985515733625,0.07009449538666895,3,0.961135175720122,0.006787025759099642,3,0.9794641496188872,0.0021273102545153987,3,7.481083944533418,0.560436579829416,3,0.7571518654592496,-0.0797022220601804
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,test,combined,nlp_regions,0.8214295175340439,0.24828293143739483,3,0.8789724975266434,0.21929259058309986,3,0.9777962202173907,0.011402059769634015,3,1.0,0.0,3,10.524280591182249,3.106337049724139,3,0.9770192765072078,0.1003529626673042
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,test,combined,non_nlp_regions,0.6118509224482945,0.03577600260613344,3,0.8112272323606646,0.05590412305151222,3,0.9574940841285495,0.005942654207776053,3,0.9769336647516038,0.0008102135796292369,3,7.220238517677803,0.3452915092645592,3,0.7352531148231494,-0.10333056195999846
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,train,2018,all_available,0.38614853850582187,0.06422505139000301,3,0.5193174451335932,0.06676036878859426,3,0.9858283460663165,0.0037339960073513702,3,0.9886378158548604,0.003292526961254805,3,3.7255513783551906,0.7532705333444787,3,0.7269710049962536,0.2856421486352546
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,train,2018,nlp_regions,0.46222861607869464,0.042277662895776925,3,0.6091519343696749,0.036199874009665484,3,0.9896942397123597,0.0012290927612099913,3,1.0,0.0,3,4.0421006694213775,0.953955834464826,3,0.49564772436345006,-0.22900177772831665
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,train,2018,non_nlp_regions,0.37962738899957565,0.06678597910601218,3,0.5101946183039369,0.07603124080094299,3,0.9850332585768475,0.004583109010486436,3,0.9863902725125401,0.00465670618217543,3,3.698418581978089,0.7397351362621344,3,0.743457175248562,0.3137538579362529
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,train,2019,all_available,0.3363592122730456,0.00938738514017607,3,0.4396845835485477,0.0034358894217699797,3,0.9892643852583168,0.00016810434899011616,3,0.9888390414706204,0.0006565269723164402,3,3.409515323144294,0.24881501339026185,3,0.37348641911474906,-0.1772438328298629
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,train,2019,nlp_regions,0.44433408313327366,0.05012051614901039,3,0.6262693035450365,0.05660251250127179,3,0.9885828338917472,0.002071816907433275,3,1.0,0.0,3,3.072294035480446,0.3079849500954072,3,0.374076640988627,-0.6741737786403961
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,train,2019,non_nlp_regions,0.3271042233421689,0.013668422120780835,3,0.4196329067028355,0.0035601291999398494,3,0.9892859839046556,0.00018189014530112287,3,0.9864612511671336,0.0010604870860503905,3,3.4384200049440516,0.2950437024081873,3,0.3734357852620524,-0.1237083409356845
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,train,2020,all_available,0.3329598966397737,0.027083973695763288,3,0.4417047458461583,0.021917048702992492,3,0.9903807030773741,0.0009647979783641165,3,0.9917017760279645,0.004675156752637857,3,3.209004525224016,0.23745326316837712,3,0.785056149517177,0.43735903970968915
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,train,2020,nlp_regions,0.46159670088026256,0.0599519783853225,3,0.5989369047217153,0.1179109814298489,3,0.9908646429606397,0.0033093908545623555,3,1.0,0.0,3,2.9743997172589225,0.3107061006597171,3,1.023067283548186,0.4145674342703134
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,train,2020,non_nlp_regions,0.32193388484773183,0.03434881089331943,3,0.4239073337665054,0.037432205224856976,3,0.990158699031134,0.001771250299555906,3,0.9899386069050687,0.005984161359311438,3,3.229113508763881,0.2491888154099541,3,0.7612001801666325,0.44310662975183623
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,train,2021,all_available,0.3125085558807641,0.0366927416331657,3,0.40230599168425135,0.025246945951303813,3,0.9925196642633316,0.0009533348426037035,3,0.993507677718204,0.0018222265013381612,3,3.1157346884444306,0.48009939208800095,3,1.0972945197885091,0.6333655327452186
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,train,2021,nlp_regions,0.3073358005947537,0.08460405789024024,3,0.34222588632387224,0.06952074774103031,3,0.9973085794022086,0.001083355291055372,3,1.0,0.0,3,3.0302284436682854,0.562552734463607,3,1.4884667726668714,0.77008160839848
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,train,2021,non_nlp_regions,0.3129519349052792,0.03536718169770861,3,0.40685541464226316,0.02251995016610066,3,0.9914654256415686,0.0009577056046589238,3,0.9920634920634921,0.0021757572731524013,3,3.123063795139529,0.5024124984094676,3,1.0570511543237362,0.6151033817255942
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,train,2022,all_available,0.4188752425344367,0.008025286985972,3,0.5582254102773853,0.014665619299122898,3,0.9824409645740019,0.0009259816635632896,3,0.9920487288908341,0.0020215787957182174,3,3.8458434791237477,0.16204629057311892,3,0.0,-inf
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,train,2022,nlp_regions,0.5401739544338651,0.053934103898568286,3,0.7885728630378752,0.07992333821054604,3,0.9827729199072027,0.003392290514503351,3,1.0,0.0,3,3.3247630274259046,0.3366247763282228,3,0.0,-inf
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,train,2022,non_nlp_regions,0.4084782100859143,0.008181590285505608,3,0.5334270409726861,0.020146524666235913,3,0.9821716611438198,0.001333214500681935,3,0.9904761904761905,0.0026720986034088775,3,3.8905075178407054,0.16881037576082664,3,0.0,-inf
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,train,combined,all_available,0.35737028916676844,0.012234392920571565,3,0.4763554808097452,0.01621994497878592,3,0.9883913652105778,0.0007966485445691677,3,0.9921381165147224,0.0010445755703372497,3,3.4611298788583356,0.17975102231914045,3,0.7054569254633555,0.32475610683548506
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,train,combined,nlp_regions,0.4431338310241699,0.03059938540124917,3,0.6114550485808868,0.05833396204744802,3,0.9902820686541062,0.0018428205391427743,3,0.9845238095238095,0.005455447255899832,3,3.2887571786509864,0.2589053799369986,3,0.8541428451962819,0.28413022245667285
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,train,combined,non_nlp_regions,0.350019128436134,0.01230731873455838,3,0.4625480763470778,0.023334250509044478,3,0.9879056931652709,0.0012359070581612309,3,0.9905338112499611,0.0013936450857339128,3,3.475904681733251,0.17635511110005056,3,0.6912258262370864,0.33082929081931245
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,val,2023,all_available,0.5255252917607626,0.02277874136243299,3,0.7266011915198044,0.02621210885086046,3,0.9709380956745735,0.0020993998994904392,3,0.9818533326144161,0.0023221599556776176,3,5.6626210119344025,0.47728639494863073,3,0.17555925675275286,-3.1387802896836483
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,val,2023,nlp_regions,0.3443758752610948,0.14571047417073457,3,0.45286483660305166,0.20072603600484537,3,0.9936024023264128,0.005409244106643273,3,1.0,0.0,3,2.60818010012623,0.5792289335002878,3,0.08755950357709097,-4.172080906150078
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,val,2023,non_nlp_regions,0.5410523846035912,0.02298306547244902,3,0.7440593639572993,0.017053202674226758,3,0.9663551100430648,0.0015393223228566835,3,0.9778929454146424,0.0033332528967707793,3,5.9244302329465315,0.5326395420821365,3,0.18112347800799966,-3.108022726487378
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,val,combined,all_available,0.5255252917607626,0.02277874136243299,3,0.7266011915198044,0.02621210885086046,3,0.9709380956745735,0.0020993998994904392,3,0.9818533326144161,0.0023221599556776176,3,5.6626210119344025,0.47728639494863073,3,0.17555925675275286,-3.1387802896836483
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,val,combined,nlp_regions,0.3443758752610948,0.14571047417073457,3,0.45286483660305166,0.20072603600484537,3,0.9936024023264128,0.005409244106643273,3,1.0,0.0,3,2.60818010012623,0.5792289335002878,3,0.08755950357709097,-4.172080906150078
MUMTAZ_DIRECT_DISTRICT,MLP,J1_PCD,feature_aggregation,val,combined,non_nlp_regions,0.5410523846035912,0.02298306547244902,3,0.7440593639572993,0.017053202674226758,3,0.9663551100430648,0.0015393223228566835,3,0.9778929454146424,0.0033332528967707793,3,5.9244302329465315,0.5326395420821365,3,0.18112347800799966,-3.108022726487378
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,test,2024,all_available,1.036005563903273,0.09450737003896542,3,1.6852960201321825,0.081527334874337,3,0.8354354935143963,0.0160159349305411,3,0.895904001167159,0.01630974939995298,3,11.516912282262902,1.0676368282644761,3,0.5850528541125696,-1.880587639707362
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,test,2024,nlp_regions,0.6357362535264758,0.14041192090053212,3,0.6764352704660679,0.16604105934486996,3,0.9868642654841387,0.005760461405899602,3,1.0,0.0,3,8.238347473073224,1.2423732907150689,3,0.7601754183520192,0.11015897892027493
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,test,2024,non_nlp_regions,1.0703143619355702,0.11462067605838762,3,1.7442056944782625,0.0902707689104839,3,0.8037353921884551,0.020454312341018126,3,0.8807656395891691,0.018851630795738258,3,11.797932123050588,1.2648940756803908,3,0.5675335106531473,-2.0733087328551565
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,test,2025,all_available,0.9678249191819576,0.07841807300894964,3,1.3349336381010686,0.17187742455766258,3,0.8954197812932084,0.027450893287542032,3,0.9336178283546704,0.024604275523392363,3,10.831691183415947,0.6205948602778848,3,0.8968116037560954,-0.4885329678050516
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,test,2025,nlp_regions,0.8723342153761123,0.4740692954103087,3,1.0170000920505482,0.5840177966283172,3,0.96511696336432,0.036638053907438954,3,1.0,0.0,3,12.171142275176422,3.045465568572407,3,1.1538052984219946,0.11856871047355089
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,test,2025,non_nlp_regions,0.97600983665103,0.09603101060678691,3,1.3502162345500486,0.19345582687200064,3,0.880703183612841,0.03511414269292442,3,0.9245564892623718,0.029821519905619015,3,10.716881089836477,0.7905282608965133,3,0.8712634503983285,-0.5497221121036926
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,test,combined,all_available,1.0019152415426154,0.084109425412193,3,1.5210033383517645,0.12091490806212798,3,0.8655547067652978,0.021644698168827373,3,0.9175991307287555,0.01986635499780002,3,11.174301732839425,0.842013181613631,3,0.7571518654592496,-1.0088484328427318
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,test,combined,nlp_regions,0.754035234451294,0.27501954437454784,3,0.8854146944342934,0.35675598828080696,3,0.9760258573690734,0.019441424870391247,3,0.942857142857143,0.05714285714285709,3,10.204744874124822,1.928719878285684,3,0.9770192765072078,0.09375923717738288
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,test,combined,non_nlp_regions,1.0231620992933002,0.10531662665687856,3,1.56078335538772,0.13312775507709432,3,0.8423920542672088,0.027383428133890827,3,0.9051509956944138,0.023940569506443115,3,11.257406606443533,1.0244227039823313,3,0.7352531148231494,-1.1227837379011114
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,train,2018,all_available,1.317308091280753,0.03822050581211148,3,2.6760282827977435,0.008154213605099768,3,0.627796752821144,0.0022681924941430533,3,0.8066805965930982,0.0010534212787304588,3,14.726183169635517,0.47432343743524547,3,0.7269710049962536,-2.6810660458342963
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,train,2018,nlp_regions,0.37452056672838,0.14146304538746865,3,0.48473914373448745,0.20039925287364518,3,0.992747523074974,0.0048941092920900915,3,1.0,0.0,3,2.7280737002851847,1.3909034007568166,3,0.49564772436345006,0.022008737441440385
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,train,2018,non_nlp_regions,1.3981184505280995,0.03024787990814698,3,2.7843346053446254,0.0069185300732824955,3,0.5607443436258395,0.002184062975308061,3,0.786317314144377,0.0013617220195442455,3,15.75459255272269,0.4054399822413423,3,0.743457175248562,-2.7451176719274133
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,train,2019,all_available,0.4279562276706361,0.1300879124359887,3,0.6349710842831661,0.23771807688107954,3,0.9755190104428385,0.018421015375432212,3,0.9883284093810408,0.0054943516964366616,3,4.648051163229575,1.2129500566774205,3,0.37348641911474906,-0.7001182687932732
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,train,2019,nlp_regions,0.44587220085991747,0.4117850022539619,3,0.59024767920645,0.5488235852534755,3,0.9840996843566616,0.02315548314704077,3,1.0,0.0,3,3.126122261353414,2.769382693454542,3,0.374076640988627,-0.5778790080196301
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,train,2019,non_nlp_regions,0.42642057282584056,0.10754532814642256,3,0.6333675365949761,0.2136159495333431,3,0.973742747345249,0.017821715751120286,3,0.9855275443510738,0.007010266795404634,3,4.7785022119618175,1.1024797671073872,3,0.3734357852620524,-0.6960547478076342
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,train,2020,all_available,0.3797421058019002,0.029114586028770446,3,0.4933609712477715,0.04546392052811265,3,0.9879510766225591,0.0022574256943607082,3,0.9877988743788917,0.0015043745806691876,3,3.695124514072974,0.12660654296469093,3,0.785056149517177,0.3715596374205883
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,train,2020,nlp_regions,0.3560492197672526,0.13884072244606196,3,0.457714837161831,0.20556417274419192,3,0.9940998060227892,0.005072767928936138,3,1.0,0.0,3,2.6077812479958298,0.4200543379868706,3,1.023067283548186,0.5526053422660614
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,train,2020,non_nlp_regions,0.38177292460487,0.019721401411628352,3,0.49467660436811894,0.032111504410185364,3,0.9866303514381393,0.0017590033851931411,3,0.9845694167058477,0.0016943527657045422,3,3.788325365451015,0.10200925401599295,3,0.7612001801666325,0.35013598622660536
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,train,2021,all_available,0.3214869310981349,0.01312128520423123,3,0.4131325602598303,0.017596140445029877,3,0.9921227777236826,0.0006706309524590286,3,0.9911733595944122,0.0024401982249957006,3,2.987598770425405,0.28638110299480984,3,1.0972945197885091,0.6234989304972954
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,train,2021,nlp_regions,0.21598699357774523,0.09096041586281886,3,0.24508667691536512,0.0926446991279507,3,0.9985286165867802,0.0010326413673081832,3,1.0,0.0,3,2.1217734271246504,1.0768245743743605,3,1.4884667726668714,0.8353428632630839
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,train,2021,non_nlp_regions,0.33052978288559687,0.016986531961319294,3,0.42379926264826073,0.02075906407602629,3,0.9907438572096625,0.0009133211162637615,3,0.9891690009337069,0.0027635198108214255,3,3.0618123712797556,0.3527025331397293,3,1.0570511543237362,0.599074026914627
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,train,2022,all_available,0.3468660450818246,0.03647893209447265,3,0.4434844388150602,0.054650032666616555,3,0.9888104420685098,0.0028270081727836947,3,0.9910274647116752,0.004595688806215085,3,3.5634590312819143,0.45374182571166516,3,0.0,-inf
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,train,2022,nlp_regions,0.32320578893025714,0.13999287581713732,3,0.39004718310942427,0.1381297508489794,3,0.9954640252913358,0.0026709963053672594,3,1.0,0.0,3,2.614758422294417,1.2601895138724195,3,0.0,-inf
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,train,2022,non_nlp_regions,0.34889406703767323,0.03336662402802328,3,0.4467855064141983,0.05409001245165925,3,0.9873826215542968,0.003124104485685739,3,0.9896358543417367,0.00588235294117645,3,3.6447762263379864,0.42698024552054414,3,0.0,-inf
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,train,combined,all_available,0.5586718801866498,0.031445874826358654,3,1.2816755779828215,0.029542929979541197,3,0.9159972925345431,0.0038928766658566545,3,0.958520299027782,0.00207782432999732,3,5.9240833297290765,0.29384535719888377,3,0.7054569254633555,-0.8168020352780523
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,train,combined,nlp_regions,0.3431269539727105,0.10829619717707796,3,0.4823698819282527,0.18643427171045734,3,0.9933899115372107,0.004960146487841014,3,0.9833333333333333,0.008987898137227125,3,2.639701811810699,0.6553766582808407,3,0.8541428451962819,0.4352585347508189
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,train,combined,non_nlp_regions,0.577147159576416,0.027391197077095353,3,1.3273136559306287,0.02552807910518284,3,0.9005544785574005,0.0038379930568853077,3,0.9530026439287126,0.0021575205242418613,3,6.205601745550651,0.3074596224473286,3,0.6912258262370864,-0.9202315734588422
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,val,2023,all_available,0.8557996519824914,0.09401101864492575,3,1.2134236018303213,0.11807779727194823,3,0.9185083543243189,0.016130330873280106,3,0.9730262092585692,0.009773382150176764,3,8.151723195929554,0.8810305139313602,3,0.17555925675275286,-5.911760873647548
MUMTAZ_DIRECT_DISTRICT,MLP,J2_IMAGE,feature_aggregation,val,2023,nlp_regions,0.6737425592210556,0.04129917227708399,3,0.7826181971367481,0.04935495275358931,3,0.9830613946912803,0.00213324320670953,3,1.0,0.0,3,5.767826078312453,1.0219373391808733,3,0.08755950357709097,-7.938129673698972
